filename,n_v,n_f,energy,cog,bent_min,bent_max,edge_min,edge_max,aspect_ratio_min,aspect_ratio_max,faces_min,faces_max,angle_min,angle_max,angle_aspect_min,angle_aspect_max,solid_angle_min,solid_angle_max
04-02-nslerp2-n-angle-0.6836026573083347-4dihedron.off,42,40,741.757407748,2.59082382319e-17,0.00126514273699,0.0646416336702,0.353511698994,0.697512834491,1.15975652023,1.97309688718,0.171255518834,0.390251594245,0.355378843063,0.712487763197,1.16562642482,2.00486825643,0.17906896757,0.43368979148
04-02-nslerp2-n-angle-0.7406485839271021-cube.off,122,120,6713.86849459,1.67304934122e-17,0.000797218976218,0.0130202890209,0.250177995986,0.344484787511,1.0402258355,1.32105900694,0.0800348243997,0.116187107018,0.250835066441,0.346211267847,1.04062438265,1.32367009131,0.0817129747954,0.11968265863
04-02-nslerp2-n-angle_aspect-0.47629074121256654-4dihedron.off,42,40,767.479710921,2.08978182653e-18,0.0137441504598,0.0406065430585,0.279148954438,0.828991089568,1.29286816718,1.85699141762,0.124318108897,0.548171283779,0.280063345058,0.854776835672,1.30954322997,1.87230503362,0.128801311159,0.640680207401
04-02-nslerp2-n-angle_aspect-0.9341842236113331-cube.off,122,120,6710.9594485,5.86944536565e-17,0.00118467616003,0.0134975989408,0.253964640876,0.35050685282,1.03715057292,1.29463624739,0.0820021180042,0.112038797677,0.254652150462,0.352326345053,1.03750584093,1.29702861135,0.0837612060017,0.115284534308
04-02-nslerp2-n-aspect-0.47629073921144094-4dihedron.off,42,40,767.479711316,1.31007821004e-17,0.0137441506299,0.0406065429329,0.279148953744,0.828991091462,1.2928681688,1.85699141902,0.124318108422,0.548171285586,0.280063344357,0.854776837753,1.30954323177,1.87230503498,0.128801310651,0.640680209906
04-02-nslerp2-n-aspect-0.9341842315086416-cube.off,122,120,6710.9594484,2.40811353051e-17,0.0011846761755,0.0134975989602,0.25396464103,0.350506853063,1.03715057291,1.29463624715,0.0820021180842,0.112038797512,0.254652150617,0.3523263453,1.03750584091,1.29702861111,0.083761206085,0.115284534134
04-02-nslerp2-n-bent--0.39426995947979454-cube.off,122,120,6749.85617035,4.15032461986e-17,0.000347730811892,0.00980750294074,0.227675573017,0.393287619213,1.08268378585,1.49688240086,0.0681338297697,0.14555828283,0.228170205838,0.395867426638,1.08373712101,1.50096193922,0.0693769015655,0.151102182402
04-02-nslerp2-n-bent-0-4dihedron.off,42,40,inf,1.32334516325e-17,0.0,0.0,0.033027264976,1.0,1.35659306035,24.0230461119,0.00548620310921,0.706778843059,0.0,0.815855031282,2.2010052935,inf,nan,nan
04-02-nslerp2-n-edges-0.683602666163719-4dihedron.off,42,40,741.757407171,6.05676315313e-18,0.00126514238179,0.0646416352647,0.353511702222,0.69751284026,1.15975651582,1.97309689008,0.171255520745,0.390251588681,0.355378846343,0.712487769353,1.16562642014,2.00486826013,0.179068969611,0.433689784572
04-02-nslerp2-n-edges-0.7406485839271021-cube.off,122,120,6713.86849459,1.67304934122e-17,0.000797218976218,0.0130202890209,0.250177995986,0.344484787511,1.0402258355,1.32105900694,0.0800348243997,0.116187107018,0.250835066441,0.346211267847,1.04062438265,1.32367009131,0.0817129747954,0.11968265863
04-02-nslerp2-n-energy-0.8617069652378722-4dihedron.off,42,40,736.397290681,2.96719584361e-17,0.00387023808398,0.0936329541681,0.418089758004,0.840330197951,1.08708063994,2.00992772931,0.208309376131,0.383029272365,0.421196314911,0.867254500287,1.08937739963,2.05902679958,0.218157388283,0.40479135978
04-02-nslerp2-n-energy-1.6499856962904105-cube.off,122,120,6706.50122243,3.04822364516e-17,0.000814186749347,0.0191563376084,0.267803320685,0.371752272359,1.03650832568,1.33841027737,0.0891226055991,0.111044313676,0.268610117478,0.373926924995,1.03682052416,1.34163851131,0.091198552083,0.114139873705
04-02-nslerp2-n-faces-0.8429790958400374-4dihedron.off,42,40,736.448961682,1.93911034731e-17,0.00348612658588,0.0908741531505,0.411366065329,0.825903841209,1.09340957503,2.00771019007,0.204531456509,0.376068867948,0.414323224051,0.851385754221,1.09595598417,2.05488301113,0.214236292105,0.398240566208
04-02-nslerp2-n-faces-2.0036180442742366-cube.off,122,120,6707.46541695,2.75271307793e-17,0.000347633604355,0.0228657831839,0.274533698448,0.381650375215,1.03622034721,1.35769817129,0.0925509319306,0.11458212441,0.275403227459,0.384005426083,1.03651399757,1.36137115653,0.094751438821,0.117826655752
04-02-nslerp2-n-solid_angle-1.0194037519203916-4dihedron.off,42,40,739.607974845,2.44066477513e-17,0.000184299566875,0.114169232726,0.467757119176,0.955882701286,1.05940808986,2.04074876311,0.234606843392,0.440874520413,0.472129955868,0.996619113166,1.0606432814,2.10795670639,0.24938260679,0.456136280873
04-02-nslerp2-n-solid_angle-2.002041358686627-cube.off,122,120,6707.45699803,2.53011432833e-17,0.000342665059512,0.02284958146,0.274503857037,0.381607111036,1.03622159144,1.35761536061,0.0925357764898,0.114566819435,0.275373100905,0.383961352096,1.03651532092,1.36128631997,0.0947776513473,0.117810740432
04-02-nslerp2-t-1-1-4dihedron.off,42,40,785.369419301,2.99721635618e-17,0.000912512357507,0.0276070865005,0.202448501912,0.728627836606,1.08033666366,2.61694789494,0.0655899668291,0.503115263759,0.202795832131,0.745791971049,1.08410993164,2.64402627511,0.0664706071781,0.577191512019
04-02-nslerp2-t-1-1-cube.off,122,120,6712.61729625,8.96726520439e-17,0.00161857033898,0.012927494911,0.250131908393,0.348762208183,1.03694671352,1.32129713708,0.0801575465545,0.112522071837,0.250788614056,0.350554414205,1.03730341277,1.32390992972,0.081841820849,0.11579582052
04-02-nslerp2-t-angle-0.8261471468164636-cube.off,122,120,6714.91773893,7.60777954606e-17,0.00123115364422,0.0126169965244,0.247610920267,0.343996934245,1.03713845276,1.33936365202,0.0788181089246,0.115920843339,0.248247878323,0.345716023511,1.03750589971,1.34212631772,0.080448487849,0.119399528679
04-02-nslerp2-t-angle-2.7183965010565805-4dihedron.off,42,40,756.971382555,3.84201714193e-17,0.0254844018083,0.119033984535,0.326114981315,0.936358567249,1.40230565455,2.1322967118,0.14094897783,0.432735805207,0.32757766034,0.97445832482,1.40850469633,2.20097876191,0.146302950196,0.441533735871
04-02-nslerp2-t-angle_aspect-1.2314173053799742-cube.off,122,120,6710.27861904,6.12845519225e-17,0.00209470603327,0.0133274886065,0.253475905383,0.354992259975,1.03669970246,1.29790873741,0.081927593524,0.108447965353,0.254159434122,0.356883190546,1.03704278195,1.30032790075,0.0836850418873,0.111457493658
04-02-nslerp2-t-angle_aspect-1.9451429527555049-4dihedron.off,42,40,751.507774484,2.3615459304e-17,0.022177242766,0.0727187915642,0.265107327159,0.811344315534,1.2738609743,1.97366188261,0.121691470846,0.387710197941,0.265889874015,0.835428196151,1.2805844154,1.99102169728,0.126162036405,0.423448789925
04-02-nslerp2-t-aspect-1.2314173059444826-cube.off,122,120,6710.27861904,6.24491127318e-17,0.00209470603405,0.013327488607,0.25347590539,0.35499225999,1.03669970246,1.29790873745,0.0819275935282,0.108447965354,0.25415943413,0.356883190561,1.03704278195,1.30032790079,0.0836850418916,0.11145749366
04-02-nslerp2-t-aspect-1.9451429606931436-4dihedron.off,42,40,751.507774437,1.86213515554e-17,0.022177242946,0.0727187918464,0.265107327758,0.811344315948,1.27386097604,1.97366188468,0.121691471296,0.387710198089,0.26588987462,0.835428196605,1.28058441715,1.99102169951,0.126162036886,0.423448790019
04-02-nslerp2-t-bent--0.44769607773398307-cube.off,122,120,6749.21173152,4.70335399328e-17,0.000288030636975,0.0100410674752,0.228949537439,0.394524708519,1.08632576186,1.48605513286,0.0687489249427,0.145981483683,0.229452553238,0.397129231037,1.08743076191,1.49004398759,0.0700120035356,0.151559072874
04-02-nslerp2-t-bent-0-4dihedron.off,42,40,inf,1.32334516325e-17,0.0,0.0,0.033027264976,1.0,1.35659306035,24.0230461119,0.00548620310921,0.706778843059,0.0,0.815855031282,2.2010052935,inf,nan,nan
04-02-nslerp2-t-edges-0.826147149228029-cube.off,122,120,6714.9177389,4.40983728047e-17,0.00123115364953,0.0126169965286,0.247610920302,0.34399693431,1.03713845276,1.33936365177,0.0788181089433,0.115920843291,0.248247878359,0.345716023578,1.03750589971,1.34212631747,0.0804484878685,0.119399528628
04-02-nslerp2-t-edges-2.718396494580526-4dihedron.off,42,40,756.971382442,1.24688369842e-17,0.0254844018395,0.119033984183,0.326114980891,0.936358566315,1.40230565376,2.13229670623,0.140948978377,0.432735804334,0.327577659911,0.974458323763,1.40850469554,2.20097875592,0.146302950785,0.441533735189
04-02-nslerp2-t-energy-1.8775807437238128-cube.off,122,120,6707.6562939,8.55720219676e-17,1.08413534438e-05,0.0182375325123,0.26273600427,0.371695695201,1.03605677768,1.33005988764,0.0867924091721,0.110550764505,0.263497630644,0.373869344547,1.03636556424,1.33305799161,0.0887628711738,0.113625441481
04-02-nslerp2-t-energy-2.0964486031221456-4dihedron.off,42,40,751.070309002,4.18165291271e-17,0.0253728841556,0.0821587565418,0.276665284816,0.830525088418,1.30526599255,2.01027701617,0.130187683885,0.389921211032,0.2775553449,0.856462777445,1.31206975056,2.030599751,0.135267440688,0.424452971011
04-02-nslerp2-t-faces-2.356922893998851-cube.off,122,120,6708.9439259,5.04137314207e-17,0.00155313628734,0.0224550587547,0.269525651469,0.383430472101,1.04838639805,1.35183406245,0.0903281681008,0.11468942748,0.270348201707,0.38581900641,1.04877312317,1.35528941005,0.0924223928684,0.117940868065
04-02-nslerp2-t-faces-2.559806451907992-4dihedron.off,42,40,754.484689014,4.27052425734e-17,0.0262265420743,0.110225485701,0.313303080852,0.912518160089,1.38169431611,2.09112509203,0.155301398913,0.411321797666,0.314598835529,0.947573283313,1.38812852089,2.1216795451,0.161802909551,0.424389713533
04-02-nslerp2-t-solid_angle-2.3550123174465867-cube.off,122,120,6708.93391412,3.02812112943e-17,0.00154728435721,0.0224386321127,0.269498731795,0.383384794,1.04833436923,1.35175058817,0.0903141977363,0.114673471798,0.270321034233,0.3857724651,1.04872078397,1.35520406932,0.0924502617421,0.117924269033
04-02-nslerp2-t-solid_angle-2.557219331637101-4dihedron.off,42,40,754.449015682,3.19675149379e-17,0.0262384470984,0.110078481844,0.313094882087,0.912112943955,1.38133756382,2.09078294561,0.155164876022,0.410972033351,0.314388035959,0.947117932567,1.38777533548,2.1212759139,0.162074727774,0.424102844705
04-02-other-n-0-0-cube.off,122,120,6724.20381004,2.35596487055e-17,0.000142250672132,0.0116528097286,0.239980174296,0.361301433019,1.05135061035,1.38961382865,0.0747626304821,0.126127519355,0.240559794792,0.36329602547,1.05190846909,1.39277085905,0.0762364361803,0.130260686805
04-02-other-n-0-0-icosahedron.off,282,560,37153.9890385,7.9366696709e-17,0.0,0.0,0.198276503761,0.239320017898,1.0,1.16977925533,0.0186508113184,0.0238022724546,0.198602738594,0.239894847461,1.0,1.17049144316,0.0188219873434,0.0240783973692
04-02-other-n-0-0-octahedron.off,114,224,5836.74227696,2.80445269346e-17,0.0,0.0,0.268087563924,0.404693894806,1.0,1.40145086572,0.035929669802,0.0638900290008,0.268896946475,0.407507704261,1.0,1.40558380586,0.0365888811747,0.0659241260962
04-02-other-n-0-0-tetrahedron.off,58,112,1447.48616777,3.09392930341e-17,0.0,0.0,0.32625949611,0.631066259082,1.0,1.7088493368,0.0472550897877,0.138507304528,0.327724136362,0.642036865057,1.0,1.72405378557,0.0479992854856,0.148485541574
04-03-anti-c-1-1-3dihedron.off,36,68,573.475629139,2.80227502117e-16,0.0,0.0,0.119657361735,0.995348943279,1.0,2.15021567508,0.0149186908422,0.428994135691,0.119505596422,0.923570911203,1.0,2.13223970597,0.014837436553,0.413850910865
04-03-anti-c-1-1-4dihedron.off,48,50,974.608533372,3.18952320815e-16,0.0,2.9166318843e-12,0.282363099144,0.736099550265,1.0,1.7312209629,0.0411388036237,0.5418425479,0.280586827848,0.705326877823,1.0,1.7030898997,0.0409582252071,0.543513465684
04-03-anti-c-1-1-cube.off,152,150,10466.6005343,2.03689107379e-16,1.20581343242e-16,3.46140733784e-12,0.190366268547,0.325525578101,1.0,1.38631744001,0.0497044411568,0.105966901998,0.189609118909,0.322695844368,1.0,1.38382107771,0.0496659282606,0.105979300714
04-03-anti-c-1-1-icosahedron.off,372,740,64987.8443238,7.42838037673e-17,0.0,0.0,0.15254891237,0.208762202365,1.0,1.17324003801,0.0110557012897,0.0188714111096,0.152227784175,0.20800893699,1.0,1.17259157782,0.0110423008974,0.0188373898137
04-03-anti-c-1-1-octahedron.off,150,296,10222.8657188,1.60671649543e-16,0.0,0.0,0.166189878191,0.355301142126,1.0,1.412531555,0.0138094987838,0.0546630478641,0.165616560094,0.35163262645,1.0,1.41096549048,0.0137771441842,0.0543814633257
04-03-anti-c-1-1-tetrahedron.off,76,148,2598.33133107,2.90717815314e-16,0.0,0.0,0.130904317945,0.562947384851,1.0,1.73178396963,0.00742236455183,0.137225950615,0.130420787108,0.548749468188,1.0,1.73081721818,0.00740204486768,0.13550546412
04-03-disk-n-1-1-3dihedron.off,39,71,667.179421332,3.82081110649e-10,0.0,0.0,0.292269160864,1.37684211213,1.0,4.13545821571,0.0566456615245,0.357259217682,0.293319536532,1.51861975668,1.0,4.50305697473,7.15707001511e-17,0.467147258705
04-03-disk-n-1-1-4dihedron.off,52,50,1203.2868022,2.39435125758e-17,0.0,0.156105357003,0.315505281206,1.11087713092,1.0,3.3271366358,0.134183516897,0.445015309916,0.316828761895,1.17778055139,1.0,3.49922242799,0.138906290959,0.433317432331
04-03-disk-n-angle-0.47790631952967005-3dihedron.off,39,71,653.065329079,1.82598946008e-10,0.0,0.0,0.288583532564,0.877246360563,1.0,3.03983513116,0.0291521565688,0.333229762661,0.289594422918,0.908132075306,1.0,3.13587556748,3.81411035168e-17,0.398523368386
04-03-disk-n-angle-0.5204377736150423-4dihedron.off,52,50,1164.25711463,1.41320740312e-17,0.0,0.0799212225534,0.305664384859,0.691389216254,1.0,2.22727155446,0.150651653442,0.478019040022,0.306867004021,0.705957861482,1.0,2.26378843843,0.155822655067,0.544578696131
04-03-disk-n-angle_aspect--0.23092018855053817-3dihedron.off,39,71,733.996323291,8.82302400196e-11,0.0,0.0,0.185647022552,1.33762726967,1.0,2.82210155518,0.00393337064765,0.774766553362,0.185914656997,1.46522368088,1.0,2.85130663765,1.89967996997e-17,1.2843684082
04-03-disk-n-angle_aspect--0.39000236501774543-4dihedron.off,52,50,1194.70275651,9.85653082263e-18,0.0,0.0561397668352,0.27101614808,0.846975287629,1.0,2.04431337853,0.11632385071,0.717367137854,0.271852497055,0.874583569535,1.0,2.06503418344,0.119701718236,0.881247930636
04-03-disk-n-aspect--0.2342476389954436-3dihedron.off,39,71,731.753586311,8.95015713005e-11,0.0,0.0,0.187514644698,1.32986047923,1.0,2.8220327794,0.00409563203459,0.765795474854,0.187790459703,1.4548008298,1.0,2.85184714764,1.92651327876e-17,1.25904472254
04-03-disk-n-aspect-0.39000236856250103-4dihedron.off,52,50,1194.7027552,1.44830339508e-17,0.0,0.0561397674812,0.271016149266,0.846975282692,1.0,2.04431337994,0.116323851679,0.717367129492,0.271852498252,0.874583564085,1.0,2.0650341851,0.119701719253,0.881247917911
04-03-disk-n-bent-0-4dihedron.off,52,50,inf,4.41967380473e-18,0.0,0.0,0.0554913830173,1.41421356237,1.0,7.06834555112,0.0,2.0,0.0554985052457,1.57079632679,1.0,7.11354509372,nan,nan
04-03-disk-n-bent-5.2360679206660885-3dihedron.off,39,71,1579.31903509,2.00060235672e-09,0.0,0.0,0.0655536590114,1.955209116,1.0,18.4875535686,0.00296056291651,0.765763334036,0.0655654022967,2.71752155118,1.0,25.0061127617,1.54439404219e-16,0.642623394381
04-03-disk-n-edges-0.4779063180224804-3dihedron.off,39,71,653.065329261,1.82598918638e-10,0.0,0.0,0.288583532165,0.877246360099,1.0,3.03983512895,0.0291521563282,0.333229764224,0.289594422515,0.90813207479,1.0,3.13587556473,3.81411034056e-17,0.398523370631
04-03-disk-n-edges-0.5204377759873913-4dihedron.off,52,50,1164.25711434,2.10615922747e-17,0.0,0.0799212229829,0.305664385332,0.691389218611,1.0,2.22727155845,0.150651654043,0.478019036705,0.306867004499,0.705957863994,1.0,2.26378844277,0.155822655699,0.544578691811
04-03-disk-n-energy-0.6290645928895781-4dihedron.off,52,50,1158.01476089,4.27842044428e-18,0.0,0.0992283871246,0.322053709338,0.797186798066,1.0,2.42915549375,0.157728168271,0.353872345548,0.323461994261,0.819965263265,1.0,2.48493421512,0.164272960811,0.388829245174
04-03-disk-n-energy-0.6459487570947958-3dihedron.off,39,71,644.042419459,2.46804793311e-10,0.0,0.0,0.318613989057,1.06855639543,1.0,3.3285503668,0.0573384418944,0.303253293866,0.319977285726,1.12730724909,1.0,3.49342795606,5.00312846757e-17,0.363056482702
04-03-disk-n-faces-0.6227643848363091-3dihedron.off,39,71,644.184317485,2.37946435628e-10,0.0,0.0,0.316003331108,1.04260068842,1.0,3.2842796905,0.0568655255262,0.297567075526,0.317333137292,1.09674802461,1.0,3.43858819032,4.84529901377e-17,0.354113656948
04-03-disk-n-faces-0.6637070247902414-4dihedron.off,52,50,1158.54977277,1.75010357294e-17,0.0,0.105203033692,0.325298517299,0.829827644631,1.0,2.50080525014,0.158241513549,0.323718625351,0.326750149278,0.855696171357,1.0,2.56402729926,0.164808950714,0.352680770099
04-03-disk-n-solid_angle-0.6759112443617227-4dihedron.off,52,50,1158.98039787,2.97380250824e-17,0.0,0.107282557189,0.326242163195,0.841181145612,1.0,2.52678385618,0.158303105584,0.328504876979,0.327706568126,0.86819233957,1.0,2.59278528525,0.164871389802,0.341106201081
04-03-disk-n-solid_angle-5.591431463802268-3dihedron.off,39,71,1665.08381966,2.13638001818e-09,0.0,0.0,0.0614394946606,1.96050848841,1.0,19.7533640488,0.00260124200633,0.780824969203,0.0614491622047,2.74348630972,1.0,26.9257612064,1.5657532356e-16,0.644049203029
04-03-disk-t-1-1-3dihedron.off,39,71,648.255830688,4.10355515525e-14,0.0,0.0,0.311382122426,0.999605406925,1.0,2.0679834398,0.0149115434607,0.298152288056,0.312654014034,1.04674194432,1.0,2.1440578019,3.01531144263e-17,0.351498563518
04-03-disk-t-1-1-4dihedron.off,52,50,1166.31123218,1.62999348556e-17,0.0,0.053395362484,0.309468949524,0.674484975644,1.0,1.66047670843,0.107318426539,0.344305402027,0.310717370998,0.687972498792,1.0,1.68189791191,0.110302828451,0.374612087307
04-03-disk-t-angle-1.3268339653379662-4dihedron.off,52,50,1155.64580864,3.07469078591e-17,0.0,0.0783540447453,0.397766365444,0.723557003517,1.0,1.63800779707,0.138675320711,0.315512421487,0.400436412512,0.740349824183,1.0,1.66220418294,0.143625613055,0.337524829762
04-03-disk-t-angle-1.3672961715201615-3dihedron.off,39,71,641.240958762,1.02624599429e-14,0.0,0.0,0.412312399178,1.01413705466,1.0,2.45963268792,0.0342940285656,0.275464447039,0.41529028304,1.0635604437,1.0,2.56100488534,4.04019055799e-17,0.320371612482
04-03-disk-t-angle_aspect-0.7603754608164108-3dihedron.off,39,71,666.279288101,9.232500946e-14,0.0,0.0,0.241291457111,0.958885763516,1.0,1.98539125432,0.00697287614691,0.308711987745,0.241880673268,1.00003952505,1.0,2.0,2.31644866731e-17,0.366196031706
04-03-disk-t-angle_aspect-1.2616386335356289-4dihedron.off,52,50,1155.91210188,1.36318230092e-17,0.0,0.072520570758,0.380646431256,0.715782730829,1.0,1.57445822649,0.132610078322,0.322028751375,0.382982739117,0.732017404398,1.0,1.59609366148,0.137128797763,0.345663430787
04-03-disk-t-aspect-0.9155089789470847-3dihedron.off,39,71,652.930002472,5.16969118521e-15,0.0,0.0,0.287005691358,0.989269594793,1.0,1.9792998088,0.0116983097947,0.303311207309,0.287999987785,1.034829148,1.0,2.04850920163,2.77134675274e-17,0.358638430804
04-03-disk-t-aspect-1.2616386256222902-4dihedron.off,52,50,1155.91210196,4.05203846722e-17,0.0,0.0725205700349,0.380646429162,0.715782729829,1.0,1.57445822958,0.13261007758,0.322028752152,0.382982736985,0.732017403327,1.0,1.5960936646,0.137128796969,0.345663431764
04-03-disk-t-bent-0-4dihedron.off,52,50,inf,4.41967380473e-18,0.0,0.0,0.0554913830173,1.41421356237,1.0,7.06834555112,0.0,2.0,0.0554985052457,1.57079632679,1.0,7.11354509372,nan,nan
04-03-disk-t-bent-5.2360679206660885-3dihedron.off,39,71,879.368494932,3.08598196834e-15,0.0,0.0,0.122210306824,1.73128450536,1.0,5.21745209077,0.00646720019501,0.45890517552,0.122286487178,2.09286351358,1.0,5.41754482857,1.094424596e-16,0.558652685052
04-03-disk-t-edges-1.3268339530298752-4dihedron.off,52,50,1155.64580862,1.73086995739e-17,0.0,0.0783540436683,0.397766364659,0.723557002137,1.0,1.63800778505,0.138675319576,0.315512422737,0.40043641171,0.740349822703,1.0,1.66220417044,0.143625611836,0.337524831314
04-03-disk-t-edges-1.367296159204824-3dihedron.off,39,71,641.240958732,1.53609385604e-14,0.0,0.0,0.41231239909,1.01413705474,1.0,2.4596326748,0.0342940277702,0.275464445599,0.415290282949,1.0635604438,1.0,2.5610048715,4.04019052468e-17,0.320371610494
04-03-disk-t-energy-1.316969961449853-4dihedron.off,52,50,1155.63739921,1.54058507977e-17,0.0,0.0774875996971,0.395192945002,0.722440299139,1.0,1.62838106764,0.13776385935,0.316512360825,0.397810884436,0.739152122023,1.0,1.6521903501,0.142647691653,0.338766564654
04-03-disk-t-energy-1.3416895906153294-3dihedron.off,39,71,641.20985462,3.25045688657e-17,0.0,0.0,0.405562020751,1.01425019981,1.0,2.43232382318,0.0326605834047,0.272437592537,0.408394208303,1.06369171947,1.0,2.5321780193,3.97076308119e-17,0.31620343075
04-03-disk-t-faces-1.3925548427374883-4dihedron.off,52,50,1156.11361056,2.57013714629e-17,0.0,0.0839801850969,0.380383184289,0.730476090219,1.0,1.70219048627,0.14469136689,0.308752164026,0.382714594281,0.74777700276,1.0,1.72895639333,0.150094569189,0.329192121931
04-03-disk-t-faces-1.698747580816871-3dihedron.off,39,71,646.308733753,7.17916187896e-14,0.0,0.0,0.357435587599,1.11752843325,1.0,2.80779538882,0.0589478622259,0.309626424299,0.359366219157,1.18578989206,1.0,2.92560582388,4.90917326099e-17,0.368522769413
04-03-disk-t-solid_angle-1.3927591128285781-4dihedron.off,52,50,1156.11613518,1.02053455457e-17,0.0,0.0839972747819,0.380331430378,0.730496215727,1.0,1.70238999808,0.144651996933,0.308730928813,0.382661878277,0.747798621886,1.0,1.72916385623,0.150114548103,0.329166110482
04-03-disk-t-solid_angle-12.993350613400136-3dihedron.off,39,71,1588.60204146,2.07287289019e-15,0.0,0.0,0.0493513846671,1.94508155468,1.0,11.9606671991,0.0010546280562,0.746198889389,0.0493563942989,2.67181977899,1.0,15.2020067213,1.51703826309e-16,0.607380639061
04-03-flat-n-0-0-cube.off,152,150,10664.6483424,1.10289473976e-17,0.0,0.0133093772642,0.165459712229,0.38490017946,1.0,1.69259339952,0.0430708530806,0.148148148148,0.165649036608,0.387316600889,1.0,1.69623324869,0.0435939684069,0.15388410963
04-03-flat-n-0-0-icosahedron.off,372,740,65318.5004569,5.70190220425e-17,0.0,0.0,0.152367640849,0.215832180996,1.0,1.17215404951,0.0110245808515,0.0201712603419,0.152515416785,0.21625331782,1.0,1.17258028236,0.0110841549227,0.0203691730437
04-03-flat-n-0-0-octahedron.off,150,296,10374.5495637,6.83057892574e-17,0.0,0.0,0.16496106309,0.392232270276,1.0,1.4093948786,0.0136057613105,0.0666173387525,0.165148677414,0.394791119699,1.0,1.41098390423,0.0136990586034,0.068832189581
04-03-flat-n-0-0-tetrahedron.off,76,148,2728.7757911,2.13824296986e-17,0.0,0.0,0.122179065755,0.73029674334,1.0,1.75432354919,0.00648783757422,0.230940107676,0.122255187635,0.747584349669,1.0,1.76271105435,0.00650025916762,0.260280978178
04-03-gc-n-0-0-cube.off,152,150,10677.7029401,5.61002817588e-17,0.0,0.0142986963069,0.183564370159,0.425134753335,1.0,1.72163741673,0.0523340565803,0.180739558493,0.183823075503,0.428403270072,1.0,1.72645055051,0.0531093847408,0.189363453877
04-03-gc-n-0-0-icosahedron.off,372,740,65249.3115358,5.85781693627e-17,0.0,0.0,0.17141195284,0.214364597922,1.0,1.17124496158,0.013947550282,0.0190053402912,0.171622501043,0.214777172721,1.0,1.17178166022,0.01404304629,0.0191810587174
04-03-gc-n-0-0-octahedron.off,150,296,10283.117917,2.77888623463e-17,0.0,0.0,0.21571740738,0.383479586857,1.0,1.42768391324,0.0232654254118,0.0601960161677,0.216137870351,0.385869049557,1.0,1.43136324763,0.0235397754963,0.0619979668759
04-03-gc-n-0-0-tetrahedron.off,76,148,2623.04857035,3.69922141518e-17,0.0,0.0,0.191520676866,0.69579807322,1.0,2.07605319964,0.0160259798325,0.209636586546,0.191814600157,0.710658436244,1.0,2.09412671978,0.0161041497134,0.233495674931
04-03-gc-t-0-0-cube.off,152,150,10677.7029401,5.61002817588e-17,0.0,0.0142986963069,0.183564370159,0.425134753335,1.0,1.72163741673,0.0523340565803,0.180739558493,0.183823075503,0.428403270072,1.0,1.72645055051,0.0531093847408,0.189363453877
04-03-gc-t-0-0-icosahedron.off,372,740,65249.74495,4.14586520177e-17,0.0,0.0,0.171309351441,0.21421168467,1.0,1.17125014782,0.0139308877028,0.0191368766212,0.171519520953,0.214623374129,1.0,1.17178621979,0.0140261548554,0.0193149113554
04-03-gc-t-0-0-octahedron.off,150,296,10283.2724981,2.17715713311e-17,0.0,0.0,0.215535396293,0.38293658377,1.0,1.43194749932,0.0232261869703,0.0606518258775,0.215954792132,0.385315795955,1.0,1.43567181937,0.0234996061225,0.0624816353484
04-03-gc-t-0-0-tetrahedron.off,76,148,2621.94436621,6.42137888303e-17,0.0,0.0,0.191658582451,0.690029462272,1.0,2.08423103504,0.0160492698602,0.206174953149,0.191953142886,0.704508959788,1.0,2.10255294994,0.0161276728613,0.229203394495
04-03-nslerp-n-1-1-3dihedron.off,39,71,639.7974998,6.66760124853e-14,0.0,0.0,0.404561174252,1.35989001123,1.0,2.69309099761,0.0324228100206,0.275469842688,0.407372181193,1.49537526505,1.0,2.91054962748,0.0,0.333950466591
04-03-nslerp-n-1-1-4dihedron.off,52,50,1168.06066644,3.03778168161e-17,0.0,0.135169165179,0.409347945409,1.07605886724,1.0,2.39311546074,0.167565740411,0.399594782238,0.412261234311,1.136195183,1.0,2.50525640005,0.174947998515,0.367978668776
04-03-nslerp-n-1-1-cube.off,152,150,10528.2558605,1.74726807787e-17,0.0,0.0219540397778,0.232658799693,0.328131772537,1.0,1.31135364182,0.0683837903736,0.0870981125761,0.233186764841,0.329621982319,1.0,1.3135130676,0.0695999508265,0.0889018115876
04-03-nslerp-n-1-1-icosahedron.off,372,740,65233.8481737,4.15284002472e-17,0.0,0.0,0.175222032818,0.213148308268,1.0,1.17105015618,0.0145733238708,0.0174676931814,0.17544696897,0.21355387615,1.0,1.17161036475,0.0146776149611,0.017615970893
04-03-nslerp-n-1-1-octahedron.off,150,296,10246.3433589,3.7148257063e-17,0.0,0.0,0.235591074013,0.375825575245,1.0,1.40436762385,0.0277489053389,0.0447308664479,0.236139339709,0.378073287608,1.0,1.40757755057,0.0281402133965,0.0457413733954
04-03-nslerp-n-1-1-tetrahedron.off,76,148,2533.57827064,1.80250006138e-17,0.0,0.0,0.270700151992,0.640889468479,1.0,1.71611219644,0.0322909232184,0.0983621751711,0.271533562638,0.652397883777,1.0,1.7266148781,0.0326242346868,0.103593542535
04-03-nslerp-n-angle-0.44889864595828727-icosahedron.off,372,740,65237.6141826,1.36239688883e-16,0.0,0.0,0.173342536372,0.208190339771,1.0,1.17114679213,0.0142629257054,0.0178175467188,0.173560295501,0.208568169994,1.0,1.17169534539,0.014362805457,0.0179718649102
